name,theme,product_code,ageRange,pieceCount,price,minifigureCount,buildHeight,buildWidth,buildDepth,url,date
Cooles Kreativset,Classic,11043,5+,510.0,29.99,,,,,/de-de/product/cool-creative-box-11043,2025-10-07
Kreative Tiere,Classic,11034,5+,450.0,34.99,,,,,/de-de/product/creative-pets-11034,2025-10-07
Kreative Spaßbox,Classic,11042,5+,680.0,39.99,,,,,/de-de/product/creative-happy-box-11042,2025-10-07
Kreative Weltraumplaneten,Classic,11037,5+,450.0,29.99,,,,,/de-de/product/creative-space-planets-11037,2025-10-07
Grundplatte – Grau,Classic,11024,4+,1.0,14.99,,,,,/de-de/product/gray-baseplate-11024,2025-10-07
Elementetrenner,Classic,630,4+,1.0,2.49,,,,,/de-de/product/brick-separator-630,2025-10-07
Ritterburg im Mittelalter,Creator 3-in-1-Sets,31168,9+,1371.0,119.99,,,,,/de-de/product/medieval-horse-knight-castle-31168,2025-10-07
Geisterhaus,Creator 3-in-1-Sets,31167,9+,736.0,89.99,,,,,/de-de/product/haunted-mansion-31167,2025-10-07
Wilde Tiere: Tropischer Tukan,Creator 3-in-1-Sets,31173,7+,225.0,14.99,,,,,/de-de/product/wild-animals-tropical-toucan-31173,2025-10-07
Plattenspieler mit Blumen,Creator 3-in-1-Sets,31172,8+,366.0,29.99,,,,,/de-de/product/record-player-with-flowers-31172,2025-10-07
Exotischer Pfau,Creator 3-in-1-Sets,31157,7+,355.0,19.99,,,,,/de-de/product/exotic-peacock-31157,2025-10-07
Wilde Tiere: Pandafamilie,Creator 3-in-1-Sets,31165,8+,626.0,39.99,,,,,/de-de/product/wild-animals-panda-family-31165,2025-10-07
Einhornschloss,Creator 3-in-1-Sets,31175,8+,390.0,39.99,,,,,/de-de/product/unicorn-castle-31175,2025-10-07
Prächtiges Ross,Creator 3-in-1-Sets,31166,9+,685.0,49.99,,,,,/de-de/product/beautiful-horse-31166,2025-10-07
Retro-Telefon,Creator 3-in-1-Sets,31174,8+,383.0,29.99,,,,,/de-de/product/retro-telephone-31174,2025-10-07
Wilde Tiere: Prächtiges Nashorn mit Vögeln,Creator 3-in-1-Sets,31171,9+,780.0,59.99,,,,,/de-de/product/wild-animals-majestic-rhino-with-birds-31171,2025-10-07
Wilde Tiere: Überraschungsspinne,Creator 3-in-1-Sets,31159,7+,153.0,12.99,,,,,/de-de/product/wild-animals-surprising-spider-31159,2025-10-07
Magisches Einhorn,Creator 3-in-1-Sets,31140,7+,145.0,9.99,,,,,/de-de/product/magical-unicorn-31140,2025-10-07
Grüner Drache,Creator 3-in-1-Sets,31161,9+,715.0,59.99,,,,,/de-de/product/medieval-dragon-31161,2025-10-07
Wilde Tiere: Rosa Flamingo,Creator 3-in-1-Sets,31170,8+,288.0,24.99,,,,,/de-de/product/wild-animals-pink-flamingo-31170,2025-10-07
Graue Katze,Creator 3-in-1-Sets,31163,8+,407.0,24.99,,,,,/de-de/product/playful-cat-31163,2025-10-07
Exotischer Papagei,Creator 3-in-1-Sets,31136,7+,253.0,24.99,,,,,/de-de/product/exotic-parrot-31136,2025-10-07
Schreibmaschine mit Blumen,Creator 3-in-1-Sets,31169,8+,363.0,29.99,,,,,/de-de/product/typewriter-with-flowers-31169,2025-10-07
Häschen,Creator 3-in-1-Sets,31162,8+,326.0,19.99,,,,,/de-de/product/cute-bunny-31162,2025-10-07
Tieflader mit Hubschrauber,Creator 3-in-1-Sets,31146,7+,270.0,19.99,,,,,/de-de/product/flatbed-truck-with-helicopter-31146,2025-10-07
Modernes Haus,Creator 3-in-1-Sets,31153,9+,939.0,99.99,,,,,/de-de/product/modern-house-31153,2025-10-07
Hamsterrad,Creator 3-in-1-Sets,31155,8+,416.0,29.99,,,,,/de-de/product/hamster-wheel-31155,2025-10-07
Roter Drache,Creator 3-in-1-Sets,31145,6+,149.0,9.99,,,,,/de-de/product/red-dragon-31145,2025-10-07
Flieger: Rennflugzeug,Creator 3-in-1-Sets,31160,7+,178.0,14.99,,,,,/de-de/product/aircraft-race-plane-31160,2025-10-07
Tiersafari,Creator 3-in-1-Sets,31150,9+,780.0,64.99,,,,,/de-de/product/wild-safari-animals-31150,2025-10-07
Retro Kamera,Creator 3-in-1-Sets,31147,8+,261.0,19.99,,,,,/de-de/product/retro-camera-31147,2025-10-07
Niedliche Hunde,Creator 3-in-1-Sets,31137,7+,475.0,29.99,,,,,/de-de/product/adorable-dogs-31137,2025-10-07
T.Rex,Creator 3-in-1-Sets,31151,9+,626.0,59.99,,,,,/de-de/product/t-rex-31151,2025-10-07
Waldtiere: Rotfuchs,Creator 3-in-1-Sets,31154,9+,667.0,49.99,,,,,/de-de/product/forest-animals-red-fox-31154,2025-10-07
Spaceshuttle,Creator 3-in-1-Sets,31134,6+,144.0,9.99,,,,,/de-de/product/space-shuttle-31134,2025-10-07
Weltraum-Achterbahn,Creator 3-in-1-Sets,31142,9+,874.0,104.99,,,,,/de-de/product/space-roller-coaster-31142,2025-10-07
Weltraum-Roboter,Creator 3-in-1-Sets,31164,8+,281.0,24.99,,,,,/de-de/product/space-robot-31164,2025-10-07
Astronaut im Weltraum,Creator 3-in-1-Sets,31152,9+,647.0,49.99,,,,,/de-de/product/space-astronaut-31152,2025-10-07
Gießkanne mit Blumen,Creator 3-in-1-Sets,31149,8+,420.0,29.99,,,,,/de-de/product/flowers-in-watering-can-31149,2025-10-07
Rollschuh,Creator 3-in-1-Sets,31148,8+,342.0,29.99,,,,,/de-de/product/retro-roller-skate-31148,2025-10-07
Gemütliches Haus,Creator 3-in-1-Sets,31139,8+,808.0,59.99,,,,,/de-de/product/cozy-house-31139,2025-10-07
Tropische Ukulele,Creator 3-in-1-Sets,31156,8+,387.0,29.99,,,,,/de-de/product/tropical-ukulele-31156,2025-10-07
Meerestiere,Creator 3-in-1-Sets,31158,8+,421.0,29.99,,,,,/de-de/product/sea-animals-31158,2025-10-07
Piratenschiff,Creator 3-in-1-Sets,31109,9+,1264.0,129.99,,,,,/de-de/product/pirate-ship-31109,2025-10-07
Majestätischer Tiger,Creator 3-in-1-Sets,31129,9+,755.0,49.99,,,,,/de-de/product/majestic-tiger-31129,2025-10-07
Dinosaurier,Creator 3-in-1-Sets,31058,7-12,174.0,14.99,,,,,/de-de/product/mighty-dinosaurs-31058,2025-10-07
Bauen und Spielen – Fahrzeuge,Creator 3-in-1-Sets,5007360,6+,,12.99,,,,,/de-de/product/bauen-und-spielen-fahrzeuge-5007360,2025-10-07
Superman™ Schlüsselanhänger,DC,853952,6+,,5.99,,,,,/de-de/product/superman-keyring-853952,2025-10-07
Batwoman™ Schlüsselanhänger,DC,853953,6+,,5.99,,,,,/de-de/product/batwoman-keyring-853953,2025-10-07
Gru und die Minions aus LEGO® Steinen,Ich – Einfach unverbesserlich 4,75582,9+,839.0,54.99,,,,,/de-de/product/brick-built-gru-and-minions-75582,2025-10-07
Minions und der Party Bus,Ich – Einfach unverbesserlich 4,75581,7+,379.0,39.99,,,,,/de-de/product/minions-music-party-bus-75581,2025-10-07
Familienvilla von Gru und den Minions,Ich – Einfach unverbesserlich 4,75583,8+,868.0,99.99,,,,,/de-de/product/minions-and-grus-family-mansion-75583,2025-10-07
Minions und das Bananen Auto,Ich – Einfach unverbesserlich 4,75580,6+,136.0,24.99,,,,,/de-de/product/minions-and-banana-car-75580,2025-10-07
Captain Jack Sparrows Piratenschiff,LEGO® Icons,10365,18+,2862.0,349.99,8.0,64.0,64.0,23.0,/de-de/product/captain-jack-sparrows-pirate-ship-10365,2025-10-07
WALL-E und EVE,Disney™,43279,18+,811.0,69.99,,,,,/de-de/product/wall-e-and-eve-43279,2025-10-07
Lightning McQueen,Disney™,77255,9+,270.0,27.99,,,,,/de-de/product/lightning-mcqueen-77255,2025-10-07
LEGO® │ Disney Frozen Adventskalender 2025,Disney™,43273,5+,231.0,34.99,,,,,/de-de/product/lego-disney-frozen-advent-calendar-2025-43273,2025-10-07
Disney Schloss,Disney™,43222,18+,4837.0,399.99,8.0,80.0,59.0,33.0,/de-de/product/disney-castle-43222,2025-10-07
Das Schloss aus „Die Schöne und das Biest“,Disney™,43263,18+,2916.0,279.99,10.0,53.0,33.0,15.0,/de-de/product/beauty-and-the-beast-castle-43263,2025-10-07
Welpe aus 101 Dalmatiner,Disney™,43269,18+,1722.0,139.99,,,,,/de-de/product/101-dalmatians-puppy-43269,2025-10-07
Disney Hocus Pocus: Das Hexenhaus der Sanderson-Schwestern,Ideas,21341,18+,2316.0,229.99,6.0,27.0,26.0,24.0,/de-de/product/disney-hocus-pocus-the-sanderson-sisters-cottage-21341,2025-10-07
Heihei,Disney™,43272,9+,566.0,39.99,,,,,/de-de/product/heihei-43272,2025-10-07
Tim Burtons Disney Film Nightmare Before Christmas,Ideas,21351,18+,2193.0,199.99,6.0,32.0,51.0,27.0,/de-de/product/disney-tim-burtons-the-nightmare-before-christmas-21351,2025-10-07
Die Hütte von Schneewittchen und den sieben Zwergen,Disney™,43242,18+,2228.0,219.99,,,,,/de-de/product/snow-white-and-the-seven-dwarfs-cottage-43242,2025-10-07
Kleines Disney Schloss,Disney™,40478,12+,567.0,39.99,,,,,/de-de/product/mini-disney-castle-40478,2025-10-07
Angel,Disney™,43257,9+,784.0,64.99,,,,,/de-de/product/angel-43257,2025-10-07
Stitch,Disney™,43249,9+,730.0,64.99,,,,,/de-de/product/stitch-43249,2025-10-07
"Simba, der junge König der Löwen",Disney™,43247,18+,1445.0,129.99,,,,,/de-de/product/young-simba-the-lion-king-43247,2025-10-07
Disney Mini-Dornröschenschloss,Disney Mickey and Friends,40720,12+,528.0,39.99,,,,,/de-de/product/mini-disney-sleeping-beauty-castle-40720,2025-10-07
Disney Pixar Luxo Jr.,Ideas,21357,18+,613.0,69.99,,,,,/de-de/product/disney-pixar-luxo-jr-21357,2025-10-07
Carls Haus aus „Oben“,Disney™,43217,9+,598.0,54.99,,,,,/de-de/product/up-house-43217,2025-10-07
Cruella de Vils Auto,Disney™,43277,9+,378.0,49.99,,,,,/de-de/product/cruella-de-vils-car-43277,2025-10-07
Prinzessinnenschloss mit Haustieren,Disney™,43267,6+,787.0,119.99,,,,,/de-de/product/princess-castle-royal-pets-43267,2025-10-07
Disney Magie,Ideas,21352,18+,1103.0,99.99,,,,,/de-de/product/magic-of-disney-21352,2025-10-07
Vaianas Blumentopf,Disney™,43252,9+,619.0,44.99,,,,,/de-de/product/moanas-flowerpot-43252,2025-10-07
Das Strandhaus aus „Lilo und Stitch“,Disney™,43268,9+,834.0,89.99,,,,,/de-de/product/lilo-and-stitch-beach-house-43268,2025-10-07
"Simba, das Löwenjunge des Königs",Disney™,43243,6+,222.0,19.99,,,,,/de-de/product/simba-the-lion-king-cub-43243,2025-10-07
Schneewittchens Schmuckkassette,Disney™,43276,6+,358.0,44.99,,,,,/de-de/product/snow-whites-jewelry-box-43276,2025-10-07
Die Welpen Lucky und Penny aus 101 Dalmatiner,Disney™,43271,6+,268.0,24.99,,,,,/de-de/product/lucky-penny-101-dalmatians-puppies-43271,2025-10-07
Alles steht Kopf 2 Stimmungswürfel,Disney™,43248,9+,394.0,34.99,,,,,/de-de/product/inside-out-2-mood-cubes-43248,2025-10-07
Arielles Mini-Schloss,Disney™,40708,12+,557.0,39.99,,,,,/de-de/product/mini-disney-ariels-castle-40708,2025-10-07
Malefiz als Drache,Disney™,43240,7+,583.0,69.99,,,,,/de-de/product/maleficents-dragon-form-43240,2025-10-07
Kakamora-Barge,Disney™,43258,7+,572.0,99.99,,,,,/de-de/product/kakamora-barge-43258,2025-10-07
Elsas Winterpalast,Disney™,43244,6+,630.0,99.99,,,,,/de-de/product/elsas-ice-palace-43244,2025-10-07
Das magische Haus der Madrigals,Disney™,43245,7+,1560.0,159.99,,,,,/de-de/product/the-magical-madrigal-house-43245,2025-10-07
Partyzug und das Auto RC aus Toy Story,Disney™,43264,4+,206.0,39.99,,,,,/de-de/product/toy-story-celebration-train-rc-car-43264,2025-10-07
Schloss Arendelle und Elsas Eispalast,Disney™,43278,5+,306.0,49.99,,,,,/de-de/product/mini-arendelle-castle-elsas-ice-palace-43278,2025-10-07
Encanto Mini-Haus,Disney™,43261,5+,186.0,19.99,,,,,/de-de/product/encanto-mini-house-43261,2025-10-07
Isabelas Blumentopf,Disney™,43237,9+,641.0,44.99,,,,,/de-de/product/isabelas-flowerpot-43237,2025-10-07
Cinderellas Schloss und Pferdekutsche,Disney™,43275,6+,596.0,79.99,,,,,/de-de/product/cinderellas-castle-horse-carriage-43275,2025-10-07
Die Kleider von Malefiz und Cruella De Vil,Disney™,43262,9+,524.0,69.99,,,,,/de-de/product/maleficents-and-cruella-de-vils-dresses-43262,2025-10-07
Vaianas Abenteuerfloß,Disney™,43270,6+,529.0,59.99,,,,,/de-de/product/moanas-adventure-canoe-43270,2025-10-07
Vaianas Inselspaß,Disney™,43260,5+,175.0,19.99,,,,,/de-de/product/moanas-island-fun-43260,2025-10-07
Mack beim Rennen,DUPLO®,10417,2+,14.0,19.99,,,,,/de-de/product/mack-at-the-race-10417,2025-10-07
Mickys und Minnies Geburtstagszug,Disney Mickey and Friends,10941,2+,22.0,34.99,,,,,/de-de/product/mickey-minnie-birthday-train-10941,2025-10-07
Cinderellas Kleid,Disney™,43266,9+,474.0,39.99,,,,,/de-de/product/cinderellas-dress-43266,2025-10-07
Annas Schlittenabenteuer,Disney™,43256,4+,192.0,39.99,,,,,/de-de/product/annas-sleigh-adventure-43256,2025-10-07
Das Arendelle Schloss,Disney™,43265,5+,177.0,29.99,,,,,/de-de/product/arendelle-frozen-castle-43265,2025-10-07
Arielles Kristallhöhle,Disney™,43254,4+,141.0,29.99,,,,,/de-de/product/ariels-crystal-cavern-43254,2025-10-07
Arielles Musikbühne,Disney™,43235,4+,60.0,15.99,,,,,/de-de/product/ariels-music-stage-43235,2025-10-07
Antonios Tierhof,Disney™,43251,6+,310.0,39.99,,,,,/de-de/product/antonios-animal-sanctuary-43251,2025-10-07
Winnie Puuhs Geburtstagsparty,DUPLO®,10457,1½+,22.0,19.99,,,,,/de-de/product/winnie-the-poohs-birthday-party-10457,2025-10-07
Mickys Clubhaus und Auto,DUPLO®,10454,2+,27.0,19.99,,,,,/de-de/product/mickey-mouse-clubhouse-car-10454,2025-10-07
Arielles magischer Unterwasserpalast,DUPLO®,10435,2+,116.0,89.99,,,,,/de-de/product/ariels-magical-underwater-palace-10435,2025-10-07
Arielle Spieluhr,Disney™,43259,5+,93.0,9.99,,,,,/de-de/product/twirling-ariel-43259,2025-10-07
Elsas Eispalast,Disney™,43238,4+,163.0,44.99,,,,,/de-de/product/elsas-frozen-castle-43238,2025-10-07
Arielles königliche Muschel,Disney™,43225,18+,1808.0,159.99,5.0,32.0,31.0,20.0,/de-de/product/the-little-mermaid-royal-clamshell-43225,2025-10-07
Kamera – Hommage an Walt Disney,Disney™,43230,18+,811.0,99.99,,,,,/de-de/product/walt-disney-tribute-camera-43230,2025-10-07
Stitch Schlüsselanhänger,Disney™,854319,6+,,5.99,,,,,/de-de/product/stitch-key-chain-854319,2025-10-07
Arielles Schatztruhe,Disney™,43229,6+,370.0,47.99,,,,,/de-de/product/ariels-treasure-chest-43229,2025-10-07
König Magnificos Schloss,Disney™,43224,7+,613.0,94.99,,,,,/de-de/product/king-magnificos-castle-43224,2025-10-07
I-Aah Schlüsselanhänger,Disney™,854203,6+,,5.99,,,,,/de-de/product/eeyore-keyring-854203,2025-10-07
Ashas Häuschen,Disney™,43231,7+,509.0,52.99,,,,,/de-de/product/ashas-cottage-43231,2025-10-07
Arielles und Fabius' Café-Kiosk,DUPLO®,10420,2+,22.0,19.99,,,,,/de-de/product/ariel-and-flounders-cafe-stand-10420,2025-10-07
Winnie Puuh Schlüsselanhänger,Disney™,854191,6+,,5.99,,,,,/de-de/product/winnie-the-pooh-keyring-854191,2025-10-07
Elsa und Bruni im Zauberwald,DUPLO®,10418,2+,31.0,32.99,,,,,/de-de/product/elsa-bruni-in-the-enchanted-forest-10418,2025-10-07
Minnie Schlüsselanhänger,Disney™,853999,6+,,5.99,,,,,/de-de/product/minnie-key-chain-853999,2025-10-07
Mirabels Fotorahmen und Schmuckkassette,Disney™,43239,6+,334.0,29.99,,,,,/de-de/product/mirabels-photo-frame-and-jewelry-box-43239,2025-10-07
Schlüsselanhänger mit Daisy Duck,Disney™,854112,6+,,5.99,,,,,/de-de/product/daisy-duck-keyring-854112,2025-10-07
Schlüsselanhänger mit Donald Duck,Disney™,854111,6+,,5.99,,,,,/de-de/product/donald-duck-keyring-854111,2025-10-07
Micky Schlüsselanhänger,Disney™,853998,6+,,5.99,,,,,/de-de/product/mickey-key-chain-853998,2025-10-07
Goofy Key Chain,Disney™,854196,6+,,5.99,,,,,/de-de/product/goofy-keyring-854196,2025-10-07
LEGO® l Disney Die Eiskönigin 2 Elsa-Schlüsselanhänger,Disney™,853968,6+,,5.99,,,,,/de-de/product/lego-disney-frozen-2-elsa-keyring-853968,2025-10-07
Schneewittchen Schlüsselanhänger,Disney™,854286,6+,,5.99,,,,,/de-de/product/snow-white-key-chain-854286,2025-10-07
Mirabel Schlüsselanhänger,Disney™,854287,6+,,5.99,,,,,/de-de/product/mirabel-key-chain-854287,2025-10-07
Albtraumhai-U-Boot,LEGO® DREAMZzz™,71500,9+,1413.0,139.99,,,,,/de-de/product/nightmare-shark-submarine-71500,2025-10-07
Mateos Sprühdosen-Truck,LEGO® DREAMZzz™,71499,9+,929.0,99.99,,,,,/de-de/product/mateos-spray-paint-truck-71499,2025-10-07
Mateos Feuer-Chamäleon,LEGO® DREAMZzz™,71492,7+,443.0,49.99,,,,,/de-de/product/mateos-fire-chameleon-71492,2025-10-07
Schloss Nocturnia,LEGO® DREAMZzz™,71486,10+,1742.0,199.99,6.0,41.0,31.0,31.0,/de-de/product/castle-nocturnia-71486,2025-10-07
Mateo mit dem Z-Blob Action-Rennwagen,LEGO® DREAMZzz™,71491,8+,485.0,49.99,,,,,/de-de/product/mateo-and-the-z-blob-action-race-car-71491,2025-10-07
Z-Blob's Roboter- und Fahrzeugabenteuer,LEGO® DREAMZzz™,71487,7+,121.0,9.99,,,,,/de-de/product/z-blobs-robot-and-vehicle-adventures-71487,2025-10-07
Coopers Tiger-Mech und Zero's Hot Rod Auto,LEGO® DREAMZzz™,71497,9+,1006.0,99.99,,,,,/de-de/product/coopers-tiger-mech-zeros-hot-rod-car-71497,2025-10-07
Mateo vs. Cyberhirn-Mech,LEGO® DREAMZzz™,71495,8+,368.0,29.99,,,,,/de-de/product/mateo-vs-cyber-brain-mech-71495,2025-10-07
Izzie und Bunchurro der Gaming-Hase,LEGO® DREAMZzz™,71490,7+,252.0,19.99,,,,,/de-de/product/izzie-and-bunchurro-the-gaming-bunny-71490,2025-10-07
Zoeys Zeiteule,LEGO® DREAMZzz™,71494,8+,359.0,29.99,,,,,/de-de/product/zoeys-time-owl-71494,2025-10-07
Der Mitternachtsrabe der Nimmerhexe,LEGO® DREAMZzz™,71478,9+,1203.0,99.99,,,,,/de-de/product/the-never-witchs-midnight-raven-71478,2025-10-07
Logan der mächtige Panda,LEGO® DREAMZzz™,71480,7+,342.0,29.99,,,,,/de-de/product/logan-the-mighty-panda-71480,2025-10-07
Bunchus kreative Tierabenteuer,LEGO® DREAMZzz™,71488,7+,143.0,9.99,,,,,/de-de/product/bunchus-creative-animal-adventures-71488,2025-10-07
Coopers fliegender Videospiel-Controller,LEGO® DREAMZzz™,71489,7+,266.0,19.99,,,,,/de-de/product/coopers-gaming-controller-jet-71489,2025-10-07
Die Albtraumkreaturen der Nimmerhexe,LEGO® DREAMZzz™,71483,9+,457.0,44.99,,,,,/de-de/product/the-never-witchs-nightmare-creatures-71483,2025-10-07
Mateo und Z-Blob der Ritter-Mech,LEGO® DREAMZzz™,71485,10+,1333.0,129.99,,,,,/de-de/product/mateo-and-z-blob-the-knight-battle-mech-71485,2025-10-07
Coopers Dino-Mech C-Rex,LEGO® DREAMZzz™,71484,9+,917.0,79.99,,,,,/de-de/product/coopers-robot-dinosaur-c-rex-71484,2025-10-07
Zoeys Katzenmotorrad,LEGO® DREAMZzz™,71479,7+,226.0,19.99,,,,,/de-de/product/zoeys-cat-motorcycle-71479,2025-10-07
Izzies Traumtiere,LEGO® DREAMZzz™,71481,8+,328.0,39.99,,,,,/de-de/product/izzies-dream-animals-71481,2025-10-07
Mateos Z-Blob-Schwert,LEGO® DREAMZzz™,854307,6+,,9.99,,,,,/de-de/product/mateos-z-blob-sword-854307,2025-10-07
Izzies Schwert,LEGO® DREAMZzz™,854308,6+,,9.99,,,,,/de-de/product/izzies-sword-854308,2025-10-07
LEGO® DUPLO® Deluxe Steinebox,DUPLO®,10914,1½+,85.0,49.99,,,,,/de-de/product/deluxe-brick-box-10914,2025-10-07
LEGO® DUPLO® Steinebox,DUPLO®,10913,1½+,65.0,29.99,,,,,/de-de/product/brick-box-10913,2025-10-07
Interaktive Abenteuer-Eisenbahn,DUPLO®,10427,2+,57.0,79.99,,,,,/de-de/product/interactive-adventure-train-10427,2025-10-07
Bagger und Laster,DUPLO®,10931,2+,20.0,19.99,,,,,/de-de/product/truck-tracked-excavator-10931,2025-10-07
Bauplatte in Grün,DUPLO®,10460,1½+,1.0,12.99,,,,,/de-de/product/green-building-plate-10460,2025-10-07
Wildtier-Familien: Pinguine und Löwen,DUPLO®,10442,2+,10.0,9.99,,,,,/de-de/product/wild-animal-families-penguins-lions-10442,2025-10-07
Große interaktive Eisenbahn,DUPLO®,10428,3+,103.0,139.99,,,,,/de-de/product/big-interactive-community-train-10428,2025-10-07
Tierpflege auf dem Bauernhof,DUPLO®,10416,2+,74.0,54.99,,,,,/de-de/product/caring-for-animals-at-the-farm-10416,2025-10-07
Eisenbahnbrücke und Schienen – Erweiterungsset,DUPLO®,10426,2+,42.0,39.99,,,,,/de-de/product/train-bridge-and-tracks-expansion-set-10426,2025-10-07
Schloss Hogwarts™ mit Schlossgelände,Harry Potter™,76419,18+,2660.0,169.99,,,,,/de-de/product/hogwarts-castle-and-grounds-76419,2025-10-07
Schloss Hogwarts™: Duellierclub,Harry Potter™,76441,8+,158.0,24.99,,,,,/de-de/product/hogwarts-castle-dueling-club-76441,2025-10-07
Dobby™ der Hauself,Harry Potter™,76421,8+,403.0,29.99,,,,,/de-de/product/dobby-the-house-elf-76421,2025-10-07
Hagrids Hütte: Ein unerwarteter Besuch,Harry Potter™,76428,8+,896.0,74.99,,,,,/de-de/product/hagrids-hut-an-unexpected-visit-76428,2025-10-07
Die Zauberläden der Winkelgasse™,Harry Potter™,76444,18+,2750.0,199.99,,,,,/de-de/product/diagon-alley-wizarding-shops-76444,2025-10-07
Schloss Hogwarts™: Der Hauptturm,Harry Potter™,76454,10+,2135.0,249.99,,,,,/de-de/product/hogwarts-castle-the-main-tower-76454,2025-10-07
Beißendes Monsterbuch der Monster,Harry Potter™,76449,9+,518.0,59.99,,,,,/de-de/product/chomping-monster-book-of-monsters-76449,2025-10-07
Hogwarts™ Ikonen – Sammler-Edition,Harry Potter™,76391,18+,3010.0,299.99,3.0,44.0,50.0,33.0,/de-de/product/hogwarts-icons-collectors-edition-76391,2025-10-07
Schloss Hogwarts™: Kräuterkundeunterricht,Harry Potter™,76445,8+,390.0,49.99,,,,,/de-de/product/hogwarts-castle-herbology-class-76445,2025-10-07
Fliegender Ford Anglia™,Harry Potter™,76424,7+,165.0,14.99,,,,,/de-de/product/flying-ford-anglia-76424,2025-10-07
Schloss Hogwarts™: Die Große Halle,Harry Potter™,76435,10+,1732.0,199.99,,,,,/de-de/product/hogwarts-castle-the-great-hall-76435,2025-10-07
